source,company,title,category,location,latitude,longitude,datePosted,link,description
Adzuna,Allstate,Senior Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-25 21:32:13+00:00,https://www.adzuna.com/land/ad/1955073830?se=mkeBkcFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=416EEC526F308273690ADABC7CF0EF0E02048C1B,...  and in life. Job Description Allstate is seeking to hire a Senior Data Scientist to join our Innovation team at our downtown Chicago location. Allstate’s Innovation Team is at the forefront ...  to augment its analytics capabilities further by growing a small team of predictive analytics researchers and data engineers with a Senior Data Scientist position. Past projects in the team ...
Adzuna,Fetch Rewards,Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-04 23:35:07+00:00,https://www.adzuna.com/land/ad/1917679810?se=mkeBkcFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=E55416A0408263E8F70C928E57A6BBDF85F47178,"...  with offices in Chicago, Denver, San Francisco, and New York, we pride ourselves on two things  speed and excellence. The Data Science & Analytics team embodies these values and works ... , Computer Science or any other Quantitative field 5 years of work experience in data science Bonus points for: Experience in CPG/Retail domain and/or analytics at app-based B2C companies ..."
Adzuna,Allscripts Healthcare Solutions,Sr. Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-22 05:17:36+00:00,https://www.adzuna.com/land/ad/1949426012?se=mkeBkcFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=509839130F6999D2BC5231BC03473D2974DFC2EB,"...  Data Scientist to join our Life Science Medical Informatics & Data Science team at Veradigm, a wholly owned subsidiary of Allscripts. In support of the Life Science vertical ... . The Data Scientist main duties will be using Python and SQL to improve the quality of our research dataset comprised of multiple EHR, Claims and Registry data sources. Experience ..."
Adzuna,KeyBank,Senior Data Scientist,Accounting & Finance Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-01 01:11:49+00:00,https://www.adzuna.com/land/ad/1910761787?se=mkeBkcFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=4252EFA948DB690A6F9257E13F52DCD3540B33E2,", finance, digital, financial wellness and operations of Key Bank’s consumer bank. Our senior data scientists work directly with each line of business and other analytics teams to solve ...  complex and unique business problems by building state-of-the-art models and tools to support business growth and improve customer experience. The Senior Data Scientist will lead ..."
Adzuna,PwC,Data Science Manager - Pharmaceutical,Accounting & Finance Jobs,"K-Town, Chicago",41.87817,-87.63392,2021-01-04 01:53:12+00:00,https://www.adzuna.com/land/ad/1916213435?se=mkeBkcFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=6F2C5160696E62DC143DF103AC5086A3F289E323,"A career in our Analytics Technology practice, within Data and Analytics Technology services, will provide you with the opportunity to help organisations uncover enterprise insights and drive business results using smarter data analytics. We focus on a collection of organisational technology capabilities, including business intelligence, data management, and data assurance that help our clients drive innovation, growth, and change within their organisations in order to keep up with the changing…"
Adzuna,Lawrence Harvey,Senior Data Scientist,IT Jobs,"River North, Chicago",41.8884,-87.6351,2021-01-26 18:54:23+00:00,https://www.adzuna.com/land/ad/1956524318?se=mkeBkcFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=55F2BECDB52D6975494AEA078B09FE48EA2EA598,...  with consumer brands. They are looking for a Senior Data Scientist to join their data team. They are looking for someone who is highly experienced data science professional who is looking ...  to have a big impact at a growth stage company and working closely with internal and external stakeholders to define and build a Data Science strategy for their platform ...
Adzuna,Vivid Resourcing Ltd,Director Data Science,IT Jobs,"River North, Chicago",41.8884,-87.6351,2021-01-26 18:56:34+00:00,https://www.adzuna.com/land/ad/1956544042?se=mkeBkcFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=E3BBF9534667EC86CB072A15B73857F522DA95B7,Director / Data Science / Machine Learning - Chicago - Remote My client is seeking to bring on board a Director of Data Science to join their team of analytics and machine ...  Director / Data Science / Machine Learning / Remote ...
Adzuna,NielsenIQ,Director Data Science,Scientific & QA Jobs,"Greektown, Chicago",41.87455,-87.64863,2021-01-27 04:55:32+00:00,https://www.adzuna.com/land/ad/1957404335?se=mkeBkcFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=C0B92D7C3506658FA5F6D6C19B595B5FCCDD86CC,"...  on Connect data and insights to innovate and grow. As a Data Science Director, you’ll lead a project team of smart, highly skilled Data Scientists who are passionate about developing ... Job Description YOU’LL BUILD NIELSEN’S FUTURE CONSUMER PRODUCTS Our Connect Data Science Omnishopper team is designing new Panel solutions. Our clients around the world rely ..."
Adzuna,Epsilon,Director Data Science,IT Jobs,"Greektown, Chicago",41.87455,-87.64863,2021-01-26 18:57:12+00:00,https://www.adzuna.com/land/ad/1956549990?se=mkeBkcFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=9EB08AFF78AB3B058A49B3B9623A477841FD8323,". Applying the latest techniques and approaches across the domains of data science, machine learning, and AI isn’t just a nice to have, it’s a must As a Director of Data Science & Machine ...  the data science software development lifecycle. Providing Internal and external expertise in fundamental data science and machine learning skill areas Providing mentorsh…"
Adzuna,Epsilon,Director Data Science,IT Jobs,"Greektown, Chicago",41.87455,-87.64863,2021-01-26 18:56:42+00:00,https://www.adzuna.com/land/ad/1956545187?se=mkeBkcFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=D25F39803FF07776B193EBE61754F4909838F97C,", visit www.epsilon.com. Follow us on Twitter at EpsilonMktg. Job Description External Title Director, Data Science Internal Title Director, Decision Sciences Your role will be to build ...  and lead a new R&D team. Your team will use data science, machine learning, and other disciplines to create new data-based capabilities for our real-time digital marketing business. We ..."
Adzuna,KAR Global,Sr. Data Scientist,Engineering Jobs,"River North, Chicago",41.8884,-87.6351,2021-01-17 11:54:24+00:00,https://www.adzuna.com/land/ad/1940944208?se=jHXZkcFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=309F01ECDF13FBAA78031056F8709B3BB1E7F6A8,"...  science hub for KAR, this team of data scientists and analysts creates new products to help power the companys physical, online, and digital/mobile automotive auction marketplaces ...  relationships. The Data Science team proactively leads and collaborates to identify the most valuable problems to solve, constructs a Roadmap to delivery, and executes our plan. All ..."
Adzuna,KeyBank,Senior Data Scientist,Accounting & Finance Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-07 06:41:27+00:00,https://www.adzuna.com/land/ad/1922375061?se=jHXZkcFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=9E871A730FAE662F79EAB5BA6C3C500FB08E406E,", finance, digital, financial wellness and operations of Key Banks consumer bank. Our senior data scientists work directly with each line of business and other analytics teams to solve ...  complex and unique business problems by building state-of-the-art models and tools to support business growth and improve customer experience.The Senior Data Scientist will lead ..."
Adzuna,KPMG,"Manager, NLP Data Scientist",IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-22 05:16:10+00:00,https://www.adzuna.com/land/ad/1949417234?se=jHXZkcFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=3AB5B51F44431376F1E9A15C41D04473312D7A3A,"...  throughput goalsQualifications:Minimum of five years of experience leading teams of at least five data scientists, engineers, and other data & analytics professionals, including business ..."
Adzuna,NORC at the University of Chicago,Senior Data Scientist - Advanced Data Solutions,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-01 01:01:10+00:00,https://www.adzuna.com/land/ad/1910616922?se=jHXZkcFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=938700BCF930FEDB501DBD46B9F751F35B3973AD,"JOB DESCRIPTION: NORC is currently seeking a Senior Data Scientist to join the Advanced Data Services team to lead the project delivery and operations of NORC’s Data Enclave ...  Solutions Centers (ADS Center) comprises NORC’s growing array of data management, computational science, and informatics solutions. From short-term consulting projects to large-scale ..."
Adzuna,Essani International LLC,Data Scientist / Snowflake Lead,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-26 20:51:01+00:00,https://www.adzuna.com/land/ad/1956730671?se=jHXZkcFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=79A9764DA06EAF593D54885614902AA8D75AFA28,"Job Title Snowflake Lead Location Chicago IL Duration Fulltime Permanent Mode Of Interview Phone Call Followed by Webex Job Description 5 years of experience in ""Snowflake Cloud Data warehouse"" hands-on ""Snowflake Cloud Development Expertise in migrating Oracle PLSQL stored procedures into Snowflake Strong "" Snowflake Cloud Data Warehousing Design Good at Create and maintain optimal data lake architecture Designing large, complex data sets that meet functional non-functional business requiremen…"
Adzuna,"Echo Global Logistics, Inc.",Staff Data Science Engineer,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-22 07:14:30+00:00,https://www.adzuna.com/land/ad/1949657919?se=jHXZkcFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=2A3C4E5E8E9D5179A6A2FE09BE1BE67FBDB72AAC,"...  quickly, securely, and cost-effectively. Position Overview As a Staff Data Science Engineer on the Echo Global Logistics team, you will contribute to engineering of large scale web-based ... . Lead the data science engineering practice within the IT organization, mentor members of the team, represent the practice to groups outside of the IT organization. Lead the evaluation ..."
Adzuna,McDonald's,"Director, Customer Data Science and Analytics","PR, Advertising & Marketing Jobs","Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-17 03:11:37+00:00,https://www.adzuna.com/land/ad/1940510854?se=jHXZkcFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=DAF7060794A77B2ED5CD8EC374540EA22CD6B293,"We are in search of a Director to join in our growing Customer Data Science and Analytics team. This role will be critical in helping the US business maximize the value of our ...  customer data in decision-making and drive incrementally with our customers. This dynamic individual will guide and lead a team of analysts, strategists and data scientists in pursuit ..."
Adzuna,AAOS,"Program Manager, Registries & Data Science",Scientific & QA Jobs,"O'Hare, Chicago",42.0027,-87.90084,2021-01-13 01:22:34+00:00,https://www.adzuna.com/land/ad/1932127520?se=jHXZkcFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=CD49014DD1E2728E70E40250AD3D49090B56E652,", please read on The Program Manager, Registries & Data Science provides subject-matter expertise on registry processes and opportunities to colleagues and to participating sites ...  with an aptitude for quickly learning new software applications Demonstrated record of professional and proactive follow-up with partners and clients Subject matter expertise in data science ..."
Adzuna,Publicis Health,Associate Director Data Science and Analytics,Consultancy Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-24 03:07:25+00:00,https://www.adzuna.com/land/ad/1952573022?se=jHXZkcFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=6DB628904B6EB7CA0D96E6FCAC596D90A073E31B,"...  is to create an environment where data strategists, scientists, analysts and engineers can tackle some of today’s most complex and strategic operational challenges. We are seeking ...  an entrepreneurial Analytics Manager to join our Data Science & Analytics team. This is a custom analytics, research and consulting team that delivers data driven strategic marketing insights ..."
Adzuna,NORC at the University of Chicago,Senior Data Scientist - Advanced Data Solutions,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-04 23:27:49+00:00,https://www.adzuna.com/land/ad/1917629514?se=jHXZkcFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=0DA5A08C982F12D4883F4464B39FAAF944DEAE87,"JOB DESCRIPTION: NORC is currently seeking a Senior Data Scientist to join the Advanced Data Services team to lead the project delivery and operations of NORCs Data Enclave ...  Solutions Centers (ADS Center) comprises NORCs growing array of data management, computational science, and informatics solutions. From short-term consulting projects to large-scale ..."
Adzuna,Civis Analytics,"Senior Applied Data Scientist, New Business",IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-25 21:32:12+00:00,https://www.adzuna.com/land/ad/1955073754?se=qvY0ksFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=D938F3A8A60E4679D7E607F2B78162431F3F4567,"...  and engagement strategy for a large Fortune 500 company? Civis Analytics is looking for an Applied Data Scientist to join our commercial Applied Data Science practice and help us solve some ... Senior Applied Data Scientist, New Business At Civis, we take a science-first approach to solving problems. With a blend of proprietary technology and statistical advisory ..."
Adzuna,Alight,Alight Campus - Data Science Analyst,IT Jobs,"Illinois Medical District, Chicago",41.86905,-87.67165,2021-01-08 22:42:29+00:00,https://www.adzuna.com/land/ad/1925426389?se=qvY0ksFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=4799540CE6CA598BCDFBA9765590DFFBE8FD638C,"Data Science AnalystAlight unlocks enterprise growth for the world’s most influential companies with future ready human capital and business solutions. We combine industry leading ... % of the Fortune 100, achieve next level transformation.The Analytics Solutions team is looking for a qualified Data Science Analyst to join our team. Focused on leveraging data to help companies ..."
Adzuna,AAOS,"Program Manager, Registries & Data Science",Scientific & QA Jobs,"O'Hare, Chicago",42.0027,-87.90084,2021-01-13 02:46:24+00:00,https://www.adzuna.com/land/ad/1932311215?se=qvY0ksFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=62917831EC895CEA0ACEFBD20C2A75FF7BB8932C,", please read on The Program Manager, Registries & Data Science provides subject-matter expertise on registry processes and opportunities to colleagues and to participating sites ...  with an aptitude for quickly learning new software applicationsDemonstrated record of professional and proactive follow-up with partners and clientsSubject matter expertise in data science ..."
Adzuna,Chicago Transit Authority,2020 – 2021 Yearlong Data Science and Data Management Intern,Scientific & QA Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-02 09:03:24+00:00,https://www.adzuna.com/land/ad/1913906611?se=qvY0ksFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=FAAFF878E56A30B14762BA51C808AAC458284EB5,"...  Experience/Requirements: Minimum Level of Education: Undergraduate Junior Preferred Major(s): Computer Science, Data Science, Transportation, Industrial Engineering, Civil Engineering ..."
Adzuna,Chicago Transit Authority,2020 2021 Yearlong Data Science and Data Management Intern,Scientific & QA Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-04 23:51:02+00:00,https://www.adzuna.com/land/ad/1917778276?se=qvY0ksFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=B4664BA4187941BBCF056383CE4E7099E99740B4,"/Requirements: Minimum Level of Education: Undergraduate JuniorPreferred Major(s): Computer Science, Data Science, Transportation, Industrial Engineering, Civil EngineeringPhysical ..."
Adzuna,Aspen Dental,Data Scientist,IT Jobs,"Greektown, Chicago",41.876148,-87.652071,2021-01-13 00:09:53+00:00,https://www.adzuna.com/land/ad/1931921848?se=qvY0ksFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=46A65DCF95D728F2DE57DD385F08A3082D92007F,"...  impossible to imitate what we do. Our continued growth has created an opportunity to join our Real Estate Strategy team as a Data Scientist. As a reflection of current needs and planned ...  growth we are excited to offer the opportunity to join our team as Data Scientist, Real Estate Strategy, and report to the Director of Real Estate Strategy. The Data Scientist ..."
Adzuna,Milliman,Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-24 03:08:09+00:00,https://www.adzuna.com/land/ad/1952574043?se=qvY0ksFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=C3A8E39AFAC1EAB20E72ECD061CBFCCE5BA80F68,"...  graduate in a quantitative discipline (e.g. data science, computer science, computational finance, mathematics, statistics, etc.) with a high GPA ACAS or FCAS is also acceptable, but must ...  Language Processing (NLP) is required Experience with standard open source data science tools and languages (e.g. R, Python, etc) Experience with database languages (e.g. SQL) Experience ..."
Adzuna,ZipRecruiter,Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-01 20:55:12+00:00,https://www.adzuna.com/land/ad/1912910833?se=qvY0ksFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=3A71ACD32733709EBBA7ADE74667B2DD8C677D02,"...  candidates and jobs. This includes NLP and deep learning along with pragmatic use of simpler machine learning approaches and heuristics. We're looking for an experienced Data Scientist ...  with a passion for problem-solving to join our team of data scientists and help solve new and existing challenges. Coming up with new analysis and understanding, building models, developing ..."
Adzuna,IBM,Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-14 15:50:19+00:00,https://www.adzuna.com/land/ad/1935925098?se=qvY0ksFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=AB8509725122293FF1476DA45763CDFF456D02AF,"Introduction As a Data Scientist at IBM, you will help transform our clients' data into tangible business value by analyzing information, communicating outcomes and collaborating ...  or weather patterns, you will work to solve real world problems for the industries transforming how we live. Your Role and Responsibilities As a Data Scientist with IBM you'll, under ..."
Adzuna,Robert Half,Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-08 15:53:45+00:00,https://www.adzuna.com/land/ad/1924756361?se=qvY0ksFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=F4E5C71CC834FB9F2FF5699101F4F3A48361DB73,Description Robert Half Technology is currently seeking a Data Scientist for one of our top clients This is an excellent opportunity to join a Data Science/Engineering team ...
Adzuna,Two95 International Inc.,Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-28 18:23:38+00:00,https://www.adzuna.com/land/ad/1960343561?se=VsuVksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=3B0B133F2375B3A023B698ED5E49F2CD8FE1027A,Title: Data Scientist Location: Chicago or North NJ (near Newark) (Multiple Openings) Job Type: Full Time/ Contract to Hire Salary: Open Requirements: Minimum 5-10 years of hands ...
Adzuna,The Hartford Financial Services Group,"Director, Asset Owner Data Science Middle & Large Commercial",IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-28 02:39:23+00:00,https://www.adzuna.com/land/ad/1958976462?se=VsuVksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=9A00713F296BAF04D9B5D3D37012B49B15D90C3D,...  a cross-functional team driving product inception through to its launch. Collaborate with Data Scientists and Engineers on approaches to business opportunities Drive the identification ...  of Minimum Viable Product Delivery to derive business value early in development cycle Identify opportunities to leverage cross-functional Data Science assets Quality control including ...
Adzuna,CyberCoders,Senior Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-26 11:58:19+00:00,https://www.adzuna.com/land/ad/1955991871?se=VsuVksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=69F7313DAA1A83863A59905503AA384557389129,"Senior Data Scientist Job Title: Senior Data Scientist Job Location: Buffalo Grove, IL or Downtown Chicago, IL (NO OUT OF STATE CANDIDATES WILL BE CONSIDERED) Job Duration: Full ... -time, Direct Hire Requirements: Python, SQL, R, e-commerce knowledge, Data Science methodologies, Problem solving with Data Science Currently fully-remote due to COVID, On-premise …"
Adzuna,Grainger,Senior Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-05 02:41:24+00:00,https://www.adzuna.com/land/ad/1917886167?se=VsuVksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=F3F2ED8E9E76B8FAB62199C994758AA1E6410DF6,"Our Sr. Data Scientists are key contributors to the development of Zoro’s customer, product, eCommerce, and pricing plans. The Data Science team covers a broad scope of projects ...  with our business leaders and support their ability to make critical decisions. At Zoro, you will be challenged by new questions every day. Duties and Responsibilities Lead data science ..."
Adzuna,Tiger Analytics,Sr. Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-17 20:58:34+00:00,https://www.adzuna.com/land/ad/1941363299?se=VsuVksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=223BD647609BCD7AFDD79913E2B1DBE4FF770CA0,...  with a growing team of experienced Data Scientists. Stay connected with external sources of ideas through conferences and community engagements Requirements Bachelors Degree in Data Science ... Job Description Tiger Analytics is looking for experienced Data Scientists to join our fast-growing advanced analytics consulting firm. Our consultants bring deep expertise ...
Adzuna,Epsilon,"Director, Data Science",IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-15 16:59:38+00:00,https://www.adzuna.com/land/ad/1938086136?se=VsuVksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=4AA76D083C763AD5C1271B9B4B774D960A75219C,"Job Description External Title: Director, Data Science Internal Title: Director, Decision Sciences Your role will be to build and lead a new R&D team. Your team will use data ...  enhances Epsilon PeopleCloud Digital Media Solutions award-winning personalization platform through a combination of data science, machine learning, AI, computer science, and more. Our ..."
Adzuna,United Airlines,Data Scientist - SC,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-23 15:59:39+00:00,https://www.adzuna.com/land/ad/1951929224?se=VsuVksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=82D581EC6C314137D2DAE4B9C7C60C04B3092629,"...  customer experiences,?and?support?employee?engagement.?The data science team within Analytics Products focuses on predictive modeling, particularly with complex data, such as unstructured ...  image and text, signal, and time series data.? - Prepare data and develop predictive models & present findings - Research tools and techniques for data science at United - Act as SME ..."
Adzuna,Accenture,Data Science Consultant,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-05 04:57:12+00:00,https://www.adzuna.com/land/ad/1918172873?se=VsuVksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=AC45300B8D1C2AEAEBD2C649B4E8979201FBF82B,You are: An expert data scientist with an eye for AI. You want to change how the world works and lives by taking AI out of the lab and into everyday life. The work: Develop custom ...  for weekly travel (80%). Qualifications Here’s what you need: A minimum 2 years of experience with significant focus on data science and use of statistical methodologies A minimum of 2 ...
